Polymer Canonical SMILES,Solvent Canonical SMILES,Activities,Uptake Sorption(log10),liquid_density_solvent,MW_rdkit,log10MV
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.040613734,0.232585828,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.050292105,0.273382329,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.05071,0.270744189,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.05138,0.230448921,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.054495175,0.267407557,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.067289475,0.313460872,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.07072,0.310938284,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.07649,0.283301229,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.088108786,0.352055425,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.098,0.348157729,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.10063,0.328379603,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.12688,0.361727836,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.15151,0.396199347,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.17565,0.421603927,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.20027,0.445604203,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.22717,0.462397998,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.25066,0.484299839,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.27642,0.50242712,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.30283,0.526339277,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.32519,0.537819095,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.35095,0.556302501,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.37622,0.57054294,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.42418,0.604226053,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.47635,0.638489257,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.5269,0.670245853,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.57842,0.696356389,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.62719,0.72427587,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.65052,0.739572344,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCC,0.70398,0.773786445,0.621,72.151,2.065150755
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.001437306,-1.134689411,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.002200051,-0.608456496,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.002937112,-0.439168945,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.003070024,0.017531178,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.00328,-0.176418943,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.003762082,-0.333129405,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.004735568,-0.253442031,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.005893409,-0.177630999,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.006065685,-0.181440624,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.007604798,-0.124703629,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.007907265,0.09579993,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.0081,0.012076247,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.009274009,-0.080372173,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.011397126,-0.038659874,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.01173,0.089694471,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.014098574,0.000553979,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.015942376,0.15495739,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.017193133,0.034195775,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.01897,0.157068523,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.020388387,0.06114896,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.024364568,0.087640094,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.02746,0.211062643,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.027980987,0.20876281,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.028401848,0.109211656,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.041850848,0.251549846,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.04314,0.254729031,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.056229316,0.285381286,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.05736,0.285537987,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.07493972,0.320324196,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.08153,0.322727735,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.100165099,0.35766865,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCC,0.11264,0.363490232,0.656,86.178,2.118492571
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.0044,-1.405024362,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.00553,0.021189299,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.00618,-0.26287895,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.00909,0.120573931,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.01266,0.164352856,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.02206,0.198657087,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.02611,0.214843848,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.05073,0.278753601,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.07649,0.31386722,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.10063,0.354108439,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.15037,0.396199347,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.20206,0.46686762,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.29878,0.507855872,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.40134,0.559906625,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.50227,0.610660163,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.60078,0.661812686,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCC,0.70106,0.717670503,0.682,100.205,2.167105018
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.0044,-1.274495914,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.00618,-0.258200202,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.01088,-0.127852472,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.02254,0.049218023,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.05138,0.164352856,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.07293,0.190331698,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.10112,0.23299611,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.20206,0.326335861,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.29991,0.404833717,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.4002,0.460897843,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCCCCCCCC,0.50162,0.499687083,0.7,128.259,2.26298981
CC([*])=C([*])[Si](C)(C)C,CCO,0.019298465,-0.892223291,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.025737427,-0.606572008,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.030656745,-0.432067356,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.035275989,-0.291198566,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.040228419,-0.158380295,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.043995777,-0.06716623,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.044583878,-0.62838893,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.047970846,0.021667879,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.051991805,0.105092518,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.055710143,0.177395604,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.056947642,-0.419141091,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.058643115,0.23160408,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.061478347,0.281926293,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.064007698,0.325273685,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.066032412,0.359018962,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.067128585,-0.278527416,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.068307778,0.396015148,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.070245464,0.426807191,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.072098603,0.455687594,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.073744557,0.480904847,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.075285708,0.50416951,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.075832098,-0.174303843,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.076848562,0.527439781,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.078160009,0.546730646,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.079499842,0.566228842,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.080662248,0.582981563,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.082424916,-0.103033289,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.088434884,-0.042865768,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.08955804,-0.296833344,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.094800164,-0.212625152,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.095492025,0.022771022,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.102460034,0.082982432,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.109084468,0.136542315,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.111332322,-0.042387018,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.115340337,0.184216132,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.120719535,0.223185302,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.124808456,0.046729768,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.125952434,0.259462879,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.131254704,0.294715463,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.135740203,0.323443058,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.139596245,0.347390385,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.142777631,0.366655018,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.145964685,0.385528292,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.149079234,0.403578208,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.152138365,0.420943546,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.152789754,0.172427502,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.17160924,0.233338073,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.200683731,0.307197535,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.212708605,0.332842393,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.237561934,0.37943623,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.250335717,0.400700903,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.276072011,0.439261384,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.284917299,0.45140215,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.336639207,0.513725919,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.34752417,0.525307294,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.426290731,0.597897768,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCO,0.44572044,0.613410223,0.787,46.069,1.767434053
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.03915,0.004515979,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.0477,-0.144561162,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.06546,-0.099804838,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.09375,0.043738123,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.12927,0.112927868,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.19769,0.177726089,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.28255,0.362015023,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.39372,0.461232746,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.56673,0.576685212,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.65488,0.641610913,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CCc1ccccc1,0.73579,0.720285437,0.865,106.168,2.088977529
CC([*])=C([*])[Si](C)(C)C,CO,0.154364732,-0.77815125,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.189714714,0.54237268,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.197765528,-0.501371134,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.200662178,0.594009261,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.231479005,-0.286369999,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.258775361,-0.112292812,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.281460662,0.03237828,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.299727119,0.148869047,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.314856782,0.245355527,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.328811782,0.334350823,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.339375497,0.401718853,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.346133764,0.444818386,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.351573517,0.479509351,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.355992807,0.50769251,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.359906202,0.532649426,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.363904041,1.029028155,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.363966124,0.558540789,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.384456948,1.063392694,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.425615746,1.125657716,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.447264919,1.155495888,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.501349058,1.223096325,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.520813268,1.245388077,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.523362501,1.248237825,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.613300286,1.340063431,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.631345132,1.356751952,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.699667865,1.415821693,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.722096251,1.433975249,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.891116244,1.5561746,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.966210019,1.604288266,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,CO,0.999244256,1.624577074,0.787,32.042,1.609744884
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.0220129,0.243268028,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.136321654,0.424446078,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.158144238,0.451843963,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.25270875,0.553909758,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.255826256,0.556898101,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.333764046,0.62561543,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.361821642,0.647913446,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.426250216,0.695158496,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.4480728,0.710062477,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.461582016,0.719038825,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.464699522,0.721084201,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.567577402,0.783686277,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.57589077,0.788371968,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.656946066,0.831588498,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.724492146,0.864582728,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.754628084,0.878531527,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.790999048,0.894790619,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.900111954,0.940206484,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.918817018,0.947536593,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(=O)OC,0.952070476,0.960270036,1.069,90.078,1.92564103
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.03233209,0.383756204,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.129151711,0.497080908,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.249537114,0.610974297,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.286523301,0.641825505,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.360761561,0.699384227,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.394468116,0.723894219,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.46104115,0.769857965,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.574925002,0.842523526,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.682795933,0.906378216,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.817315625,0.98199185,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,COC(C)=O,0.901399442,1.028407,0.927,74.079,1.902615377
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.00261,-2.456209544,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.00326,-2.938913195,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.00796,-2.340909609,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.00974,-2.202152137,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.01023,-2.224896923,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.01558,-2.118826945,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.02611,-2.002321376,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.05187,-1.864793512,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.07649,-1.819656886,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.09934,-1.772039459,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.20206,-1.645433563,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.3017,-1.56896471,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.4002,-1.494165888,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.50049,-1.422089822,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.60126,-1.364191162,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClC(Cl)(Cl)Cl,0.69637,-1.29214315,1.583,153.823,1.987540362
CC([*])=C([*])[Si](C)(C)C,ClCCl,0.083179007,0.668972466,1.318,84.933,1.809161054
CC([*])=C([*])[Si](C)(C)C,ClCCl,0.120431442,0.755132045,1.318,84.933,1.809161054
CC([*])=C([*])[Si](C)(C)C,ClCCl,0.189051028,0.81259507,1.318,84.933,1.809161054
CC([*])=C([*])[Si](C)(C)C,ClCCl,0.250695653,0.847445237,1.318,84.933,1.809161054
CC([*])=C([*])[Si](C)(C)C,ClCCl,0.267388028,0.855557333,1.318,84.933,1.809161054
CC([*])=C([*])[Si](C)(C)C,ClCCl,0.304501863,0.872192273,1.318,84.933,1.809161054
CC([*])=C([*])[Si](C)(C)C,ClCCl,0.387345956,0.90424597,1.318,84.933,1.809161054
CC([*])=C([*])[Si](C)(C)C,ClCCl,0.505157597,0.942045247,1.318,84.933,1.809161054
CC([*])=C([*])[Si](C)(C)C,ClCCl,0.578307132,0.962477509,1.318,84.933,1.809161054
CC([*])=C([*])[Si](C)(C)C,ClCCl,0.758349202,1.006267441,1.318,84.933,1.809161054
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.00504,-1.174266933,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.00909,-0.149043928,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.02027,0.204119983,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.03502,0.088104167,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.05252,0.352182518,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.07358,0.416640507,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.09187,0.088104167,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.10112,0.44870632,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.12753,0.482873584,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.15216,0.505149978,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.19673,0.027784167,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.20254,0.556302501,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.24888,0.592176757,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.30056,0.627365857,0.873,78.114,1.951714634
CC([*])=C([*])[Si](C)(C)C,c1ccccc1,0.34738,0.653212514,0.873,78.114,1.951714634
